Invoice,Amount
PB1025-PP,-1560
AUG0717-FC,4.89
JUL0622-FC,4.89
JUN0624-FC,4.89
S036108-IN,340.47
SEP0746-FC,4.89
W246759-IN,1.06
W246765-IN,49.35
W266416-IN,106
W263999-IN,75.39
S345111-IN,707.05
W265179-IN,544
W266417-IN,70
0883539-IN,282.76
SEP0747-FC,4.24
S338745-IN,497.84
SEP0748-FC,6.3
W264001-IN,100.7
W266039-IN,1000
5875457-PP,-84.31
5875458-PP,2.02
0050925-PP,-5420.5
S331009-IN,942.3
PB0925-PP,-2798.25
PB09.25-PP,-975
5875425-PP,-1720.72
5875426-PP,37.56
5875427-PP,-596.5
5875428-PP,19.39
0889730-IN,25572.85
W266040-IN,804.38
W266041-IN,536.25
S345959-IN,326.7
W264002-IN,80.78
0884570-IN,1477.24
0888578-IN,1480.93
CL49376-IN,689.02
LP07.25-PP,-140
LP08.25-PP,-170
LP09.25-PP,-170
AUG0722-FC,10.63
0879280-IN,6430.44
SEP0751-FC,96.46
SEP0752-FC,4.67
W266418-IN,1
W264004-IN,74.2
0081825-PP,-340
W265376-IN,-17.06
AUG0725-FC,6.05
S337929-IN,665.53
SEP0753-FC,6.05
S343581-IN,667.11
W265163-IN,67.28
S345894-IN,584.84
AUG0726-FC,1.25
S335520-IN,126.23
SEP0754-FC,1.25
S346018-IN,180.38
S345493-IN,243.09
S048658-IN,504.31
SEP0755-FC,6.3
5875461-PP,-155.04
5875462-PP,4.33
0888129-IN,14281.74
W266777-CM,-648.55
0884836-IN,7999.64
S346026-IN,107.16
SEP0756-FC,8.72
W263468-IN,697.21
S049108-IN,397.75
PB0925-PP,-2145
W263474-CM,-263.63
S049612-IN,1202.5
SEP0757-FC,1.9
0888931-IN,1935.17
PB1025-PP,-3900
S049441-IN,395.1
S049442-IN,109.08
0887332-IN,2629.47
0889093-IN,1237.19
AUG0728-FC,4.26
JUL0632-FC,4.26
JUN0638-FC,4.26
MAY0661-FC,4.26
S070596-IN,209.85
SEP0758-FC,4.26
W244724-IN,74.2
5875363-PP,-758.57
5875364-PP,17.61
0861111-IN,38147.13
0863326-IN,38150.17
0870664-IN,33079.14
0870686-IN,33076
0880787-IN,30772.04
0881679-IN,32310.42
0882511-IN,30772.04
0882520-IN,30702.04
0882553-IN,31134.9
0882555-IN,31125.56
0885960-IN,31525.76
0885966-IN,31528.9
0887573-IN,31528.9
0887576-IN,31111
0887582-IN,31111
0888891-IN,31111.07
0888895-IN,31088.07
S049904-IN,861.41
0880614-IN,34217.4
0886728-IN,1543.71
AUG0732-FC,21.14
0062525-PP,-890.24
W264158-IN,1732.04
S071840-IN,81.49
W264007-IN,100.7
0101025-PP,-1.06
0880647-IN,89.04
S343601-IN,616.91
S344640-IN,687.74
S344658-IN,1029.69
S345658-IN,890.77
S341919-IN,126.44
S344340-IN,108.9
SEP0760-FC,1.9
PP-PP,-393.6
LP01.25-PP,-184
LP02.25-PP,-184
LP03.25-PP,-184
LP04.25-PP,-184
LP05.25-PP,-184
LP06.25-PP,-125
LP07.25-PP,-125
LP08.25-PP,-33
LP0925-PP,-50
LP1224-PP,-184
S346636-IN,647.68
0100225-PP,-6307.5
W266680-IN,6128
5875459-PP,-1178.03
5875460-PP,26.51
S036678-IN,306.54
AUG0733-FC,4.63
JUL0637-FC,4.63
S332950-IN,370
SEP0761-FC,4.63
FA0125-PP,-1000
FA1222-PP,-1020
FA1223-PP,-1095
S346403-IN,262.26
S050271-IN,161.97
0888288-IN,21854.34
APR0682-FC,10
AUG0734-FC,2.13
FEB0790-FC,9.86
JUL0639-FC,2.13
MAY0662-FC,10
S043860-IN,861.3
SEP0762-FC,2.13
W251749-IN,170
0884529-IN,46.76
S342862-IN,1200.16
0887334-IN,1477.24
0889094-IN,1569.57
CL49377-IN,479.82
W265246-IN,205
0887580-IN,31261.02
0888896-IN,31238
S049574-IN,597.63
SEP0763-FC,170.12
0081125-PP,-42.63
AUG0737-FC,31.11
AUG0738-FC,34.71
S338352-IN,267.68
SEP0764-FC,4.02
0887575-IN,31257.9
0887578-IN,31261.02
0887579-IN,31257.9
0887583-IN,31264.16
0888892-IN,31238.09
0888894-IN,31241.21
0888897-IN,31238.09
S050459-IN,111.08
PB09.25-PP,-1365
CL48056-IN,507.6
LP0125-PP,-397
LP0225-PP,-397
LP0325-PP,-397
LP0425-PP,-397
LP0525-PP,-397
LP0625-PP,-397
LP0725-PP,-10
LP0825-PP,-10
LP0925-PP,-10
LP1024-PP,-397
LP1124-PP,-397
LP1224-PP,-397
W264562-IN,74.2
APR0683-FC,0.63
JUN0640-FC,42.62
MAY0663-FC,36.25
S344342-IN,124.85
S344343-IN,221.86
S344344-IN,336.52
S344345-IN,794.98
S049155-IN,391.65
SEP0765-FC,4.9
0092925-PP,-13693
W266814-IN,11977
PP0725-PP,-46.35
PB0925-PP,-975
W262930-IN,99
PB92225-PP,-2925
W260053-IN,1
LP01.25-PP,-290
LP02.25-PP,-290
LP03.25-PP,-290
LP04.25-PP,-290
LP05.25-PP,-290
LP06.25-PP,-290
LP07.25-PP,-290
LP1024-PP,-290
LP11.24-PP,-290
LP12.24-PP,-290
VC09.25-PP,-143
W265249-IN,2056.65
0101025-PP,-99
S343973-IN,363.23
S345055-IN,743.01
0883336-IN,715
SEP0767-FC,10.07
PB0925-PP,-2535
PB1025-PP,-975
W266274-IN,1
S048282-IN,796.13
S345466-IN,632.59
W264564-IN,75
PB0925-PP,-975
SEP0769-FC,2.81
0871000-IN,6415
0879719-IN,5716.58
0881414-IN,1295.88
0883286-IN,1638.6
0884911-IN,462.46
0886576-IN,706.02
0888269-IN,2571.26
0888782-IN,882.29
0889844-IN,293.77
SEP0770-FC,80.16
W257075-IN,6067.75
W259739-IN,345
SEP0771-FC,109.08
W262933-IN,89
CL49378-IN,1849.12
LEASE-PP,-89
LP0125-PP,-261
LP0225-PP,-220
LP0325-PP,-220
LP0425-PP,-220
LP0525-PP,-220
LP0625-PP,-220
LP0725-PP,-26
LP0824-PP,-220
LP0825-PP,-26
LP0924-PP,-220
LP0925-PP,-26
LP1024-PP,-220
LP1025-PP,-26
LP11124-PP,-220
LP12.24-PP,-50
S341644-IN,350.87
SEP0773-FC,5.26
0888743-IN,312.81
0887898-IN,2633.15
5875465-PP,-1194.06
5875466-PP,18.58
5875467-PP,-1046.65
5875468-PP,18.07
5875469-PP,-811.47
5875470-PP,10.63
W266160-IN,174.93
S345073-IN,406
S346016-IN,299.57
S346336-IN,442.98
5873335-PP,-22868.45
5873336-PP,534.79
5873345-PP,-107.5
5873346-PP,39.41
5873347-PP,-1.94
W266169-IN,128.98
5873220-PP,-9588.33
5873221-PP,218.94
5873255-PP,-6.73
5873256-PP,12.95
5873257-PP,-3.17
W266162-IN,128.98
LP03.25-PP,-269
LP04.25-PP,-269
LP05.25-PP,-269
LP06.25-PP,-269
LP07.25-PP,-269
LP08.25-PP,-264
LP09.25-PP,-264
0871310-IN,140.57
AUG0744-FC,2.11
SEP0774-FC,2.11
S344881-IN,131.4
W266419-IN,74.2
W264533-IN,70
W266420-IN,75
W203640-IN,129
W251614-IN,129
5875463-PP,-862.5
5875464-PP,17.35
0041041-PP,50
S049518-IN,347.06
S049521-IN,130.06
LP01.25-PP,-105
LP02.25-PP,-105
LP03.25-PP,-105
LP04.25-PP,-105
LP0625-PP,-105
LP07.25-PP,-10
LP08.24-PP,-105
LP08.25-PP,-10
LP09.24-PP,-105
LP09.25-PP,-10
LP1024-PP,-105
LP11.24-PP,-105
LP12.24-PP,-105
LP52825-PP,-105
S343978-IN,537.8
0100925-PP,-774.02
0888690-IN,774.02
S050496-IN,364
S050497-IN,318.5
S050498-IN,76.44
S050500-IN,20.76
0100925-PP,-337.87
W264569-IN,125
W266421-IN,45
S344085-IN,723.25
PB0925-PP,-975
LP0123-PP,-93
LP0124-PP,-50
LP0223-PP,-93
LP0224-PP,-50
LP0323-PP,-93
LP0324-PP,-50
LP0423-PP,-93
LP0424-PP,-50
LP0523-PP,-93
LP0524-PP,-50
LP0623-PP,-93
LP0624-PP,-50
LP07.24-PP,-50
LP0723-PP,-93
LP08.23-PP,-50
LP0923-PP,-50
LP1023-PP,-50
LP1123-PP,-50
LP1222-PP,-93
LP1223-PP,-50
W264010-IN,70
W266727-IN,395.65
S346691-IN,120.48
S345154-IN,713.78
W260966-IN,3991.9
W259485-IN,99
0887421-IN,439.45
S345071-IN,229.1
S050199-IN,1527.33
0884613-IN,774.9
0887293-IN,1232.11
0887887-IN,320.32
0888062-IN,-49.12
W266422-IN,75
FM1024-PP,-1421
PP1123-PP,-2000
W264570-IN,70
W231632-IN,99
0886510-IN,138.37
SEP0776-FC,112.87
0887316-IN,7419.23
0081423-PP,-152.97
CL48059-IN,7632.93
AUG0748-FC,1.95
S04707R-DM,155.88
SEP0777-FC,1.95
W265974-IN,11.99
S343008-IN,315.04
W259486-IN,99
0081825-PP,-350
0050225-PP,-100
LP0125-PP,-100
LP0225-PP,-100
LP0325-PP,-100
LP0425-PP,-100
LP0525-PP,-95
LP06.24-PP,-200
LP0625-PP,-100
LP0724-PP,-200
LP0824-PP,-200
LP0825-PP,-25
LP0924-PP,-200
LP0925-PP,-25
LP1024-PP,-100
LP1025-PP,-25
LP1124-PP,-100
LP1224-PP,-100
S036660-IN,130.32
W263144-IN,150.48
W266423-IN,75
0071025-PP,-342
0071825-PP,-547
0081825-PP,-547
0092425-PP,-547
W266424-IN,100.7
W266425-IN,70
S346588-IN,353.24
S050426-IN,557.9
0092925-PP,-3279
W263430-IN,3279
0876147-IN,747.78
AUG0749-FC,9.35
S344896-IN,297.25
SEP0778-FC,8.06
0050925-PP,-2.5
S346391-IN,470.64
S036220-IN,302.17
S050361-IN,200.09
S346405-IN,1357.41
W265269-IN,862.45
0092625-PP,-3268.5
W266426-IN,75
0881794-IN,775.55
PB0925-PP,-975
W266427-IN,70
W262366-IN,515.34
0100625-PP,-218.4
0889147-IN,12650.82
0889148-IN,7183.17
0890680-IN,12663.49
0101725-PP,-2057.47
S344481-IN,599.15
5870805-PP,-4948.33
5873171-PP,-4846.36
0886836-IN,803.21
0888618-IN,759.91
0889989-IN,1749.21
0883991-IN,1702.52
0884029-IN,1466.16
0884956-IN,209.3
CL48060-IN,184.47
CL48061-IN,2253.74
CL48085-IN,2943.51
CL48086-IN,2148.52
CL48087-IN,6720.19
CL48088-IN,992.14
CL48089-IN,350.83
CL48090-IN,778.61
CL48091-IN,117.38
CL48092-IN,479.84
CL48093-IN,5189.54
CL48094-IN,9438.12
CL48095-IN,3259.59
0884962-IN,1455.08
S344747-IN,142.56
S050326-IN,398.25
W265154-IN,1388.55
PP-PP,-187
S050507-IN,187
W266428-IN,75
0092625-PP,-2.21
LP0325-PP,-361
LP0425-PP,-361
LP0525-PP,-361
LP0625-PP,-361
LP0725-PP,-211
LP0825-PP,-211
LP0925-PP,-211
0889446-IN,7071.04
0100325-PP,-600.25
W266785-IN,129
SEP0779-FC,10.46
LP01.25-PP,-89
LP04.25-PP,-89
LP04.28-PP,-89
LP06.25-PP,-89
LP07.25-PP,-10
LP09.25-PP,-20
LP10.24-PP,-89
LP1024-PP,-89
LP1224-PP,-178
LP52725-PP,-89
PRE-PP,-89
S036576-IN,110.67
W266429-IN,74.2
PB0925-PP,-2925
S045752-IN,1441.44
S345575-IN,163.8
S345576-IN,546
S050155-IN,724.64
S049694-IN,740
0010224-PP,-289.28
0021920-PP,-324.64
0101421-PP,-242.64
W234633-IN,95
S345134-IN,287.43
0880199-IN,2076.58
0884721-IN,2076.58
0887138-IN,646.93
0887355-IN,1292.59
0888303-IN,2076.58
0888954-IN,912.19
S049328-IN,79.2
LP04.24-PP,-1260
S050163-IN,246.28
0100825-PP,-708
S050460-IN,706.05
W266430-IN,70
PB1025-PP,-975
LP02.25-PP,-240
LP03.25-PP,-240
LP04.25-PP,-240
LP05.25-PP,-240
LP06.25-PP,-240
LP07.25-PP,-240
LP09.25-PP,-111
S047326-IN,278.7
LP0625-PP,-339
LP0725-PP,-339
LP0825-PP,-323
LP0925-PP,-323
S049861-IN,381.65
S050327-IN,1097.4
W264574-IN,75
S050580-IN,418.6
W255035-IN,129
S036672-IN,218.88
W266431-IN,70
5873809-PP,-215.4
5873810-PP,4.85
LP01.25-PP,-190
LP04.25-PP,-190
LP09.25-PP,-23
S050350-IN,209.66
W995438-PP,-190
W995454-PP,-190
W995483-PP,-190
W995499-PP,-190
W995521-PP,-190
W995548-PP,-190
W995590-PP,-190
W995622-PP,-190
W995634-PP,-190
W995649-PP,-23
W995672-PP,-23
W995684-PP,-23
LP0322-PP,-100
LP0422-PP,-100
LP0622-PP,-100
LP0822-PP,-50
LP0125-PP,-167
LP0225-PP,-167
LP0325-PP,-167
LP0425-PP,-167
LP05.25-PP,-99
LP0525-PP,-167
LP0625-PP,-167
LP0725-PP,-167
LP0825-PP,-104
LP0925-PP,-104
LP1025-PP,-104
LP1224-PP,-167
0888922-IN,33439.81
0889337-IN,32336.51
0889487-IN,35096.91
5873692-PP,-1035.47
5873693-PP,15.1
5873694-PP,-969.13
5873695-PP,15.29
5873696-PP,-1599.7
5873697-PP,19.83
5873698-PP,-1525.25
5873699-PP,20.46
5873700-PP,-1375.94
5873701-PP,19.86
5873702-PP,-1347.5
5873703-PP,19.65
5873704-PP,-1357.66
5873705-PP,20.73
5873706-PP,-1133.23
5873707-PP,19.8
5873708-PP,-1444.42
5873709-PP,22.3
5873710-PP,-1310.67
5873711-PP,20.71
5873712-PP,-1203.5
5873713-PP,20.33
5873714-PP,-1672.63
5873715-PP,28.14
5873716-PP,-1279.22
5873717-PP,18.64
5873718-PP,-1174.83
5873719-PP,16.32
5873720-PP,-1323.09
5873721-PP,15.89
5873722-PP,-1601.42
5873723-PP,23.59
5873724-PP,-886.67
5873725-PP,15.11
5873726-PP,-832.7
5873727-PP,9.3
5873728-PP,-3.7
5873729-PP,0.18
5873730-PP,-807.82
5873731-PP,12.25
5873732-PP,-1087.23
5873733-PP,19.51
W266069-IN,244.98
0053124-PP,-183.12
S345642-IN,722.46
S345643-IN,240.25
W29409-IN,405.32
S346481-IN,297.72
S345006-IN,633.43
S345007-IN,721.27
W262990-IN,1
LP0125-PP,-262
LP0225-PP,-131
LP0325-PP,-131
LP0625-PP,-393
LP0725-PP,-104
LP0925-PP,-104
LP1025-PP,-104
LP1125-PP,-104
LP1224-PP,-188.18
S050336-IN,674.24
S345968-IN,342.38
W264586-IN,75
S346073-IN,1117.7
PB0925-PP,-975
S346364-IN,359.98
0889947-IN,389.41
W266677-IN,593.05
S345986-IN,389.4
VC10.10-PP,-389.4
0101525-PP,-405
W266433-IN,70
S345712-IN,584.81
0890257-IN,147.42
AUG0751-FC,4.47
JUL0646-FC,4.47
JUN0646-FC,4.47
MAY0669-FC,0.75
S035683-IN,423.63
S036086-IN,297.39
SEP0780-FC,5.41
W258441-IN,75
LP05.25-PP,-224
LP06.25-PP,-224
LP07.25-PP,-224
LP08.25-PP,-97
LP09.25-PP,-97
LP1025-PP,-97
S34503R-DM,117.98
S345439-IN,134.81
S34543R-DM,117.64
LP01.25-PP,-223
LP02.25-PP,-223
LP03.25-PP,-223
LP04.25-PP,-223
LP05.25-PP,-223
LP06.25-PP,-223
LP07.24-PP,-200
LP07.25-PP,-223
LP0824-PP,-200
LP09.24-PP,-200
LP09.25-PP,-200
LP1024-PP,-200
LP11.24-PP,-223
LP12.24-PP,-223
S049758-IN,346.53
PB0925-PP,-2340
LP03.25-PP,-196
LP04.25-PP,-196
LP05.25-PP,-196
LP06.25-PP,-196
LP07.25-PP,-196
LP08.25-PP,-135
LP09.25-PP,-135
S050535-IN,107.38
W262941-IN,79
LP0425-PP,-203
LP0525-PP,-203
LP0625-PP,-203
LP0725-PP,-203
LP0825-PP,-363
LP0925-PP,-283
S071578-IN,57.93
LP04.25-PP,-250
LP05.25-PP,-250
LP06.25-PP,-250
LP07.25-PP,-250
LP08.25-PP,-263
LP09.25-PP,-263
S049722-IN,186.84
S050467-IN,218.58
S346609-IN,636
0889950-IN,29248.87
5875207-PP,-76.07
5875208-PP,0.97
5875209-PP,-1395.35
5875210-PP,29.08
5875211-PP,-1532.19
5875212-PP,30.77
5875213-PP,-1195.04
5875214-PP,24.25
5875215-PP,-676.7
5875216-PP,13.82
S34503R-DM,569.09
W266143-IN,248.91
CL48376-IN,175.03
W25953R-DM,99
APR0692-FC,74.35
JAN0770-FC,41.47
S341662-IN,2095.71
S343658-IN,2471.28
S344801-IN,2268.25
S346174-IN,3519.77
SEP0781-FC,26.2
LP0525-PP,-387
LP0625-PP,-387
LP0725-PP,-328
LP0825-PP,-328
LP0925-PP,-328
S050116-IN,368.76
LP03.25-PP,-176
LP06.25-PP,-176
LP08.25-PP,-170
LP1025-PP,-170
LP1224-PP,-215
W262942-IN,129
W995543-PP,-176
W995565-PP,-176
W995609-PP,-176
W995620-PP,-176
W995647-PP,-176
W995681-PP,-170
W237591-CM,-677.05
W266435-IN,84.8
S344244-IN,740
SEP0783-FC,9.25
FM0925-PP,-1280
FM1024-PP,-1342
LP0723-PP,-200
S049602-IN,707.04
0888119-IN,26.52
S048168-IN,246.05
PB0925-PP,-2340
PB0925-PP,-1170
PP0825-PP,-148.4
S049671-IN,2738.37
S036630-IN,286.88
S345417-IN,1771.81
LP01.25-PP,-50
LP02.25-PP,-50
LP03.25-PP,-50
LP04.25-PP,-50
LP05.25-PP,-50
LP06.25-PP,-50
LP07.25-PP,-50
LP0824-PP,-203
LP09.24-PP,-203
LP09.25-PP,-95
LP1024-PP,-203
LP11.24-PP,-50
LP12.24-PP,-50
W157386-IN,1015.79
S036666-IN,1182.38
S050409-IN,143.1
W266436-IN,75
PB0925-PP,-4095
S050414-IN,457.47
W259617-IN,99
S036580-IN,340.64
S036659-IN,79.58
0042325-PP,-100
0053025-PP,-100
0062725-PP,-100
0072525-PP,-100
0082725-PP,-100
0092625-PP,-100
W264578-IN,70
CL48383-IN,260.05
AUG0754-FC,1.03
S334840-IN,68.34
SEP0784-FC,1.03
W236311-IN,50
0062025-PP,-300
0100225-PP,-600
CL48394-IN,134.39
PP0725-PP,-300
AUG0755-FC,12.09
CL48395-IN,523.04
SEP0785-FC,5.22
0883901-IN,152.58
0091525-PP,-28.52
CL48400-IN,96.09
0888498-IN,794.85
S344929-IN,866.42
S344930-IN,1403.33
FA0224-PP,-1095
CL48412-IN,589.54
S345144-IN,64.12
0889728-IN,812.05
CL48065-IN,177.12
0889534-IN,106.18
S343376-IN,462.35
S346038-IN,445.3
0080825-PP,-138.32
CL48422-IN,111.99
CL48431-IN,445.59
W995715-PP,-245
0051523-PP,-236.9
0001267-PP,-3.31
CL48434-IN,342.43
CL44964-IN,113.56
CL48438-IN,65.88
CL48439-IN,321.31
SEP0787-FC,6.06
CL48441-IN,71.43
CL48450-IN,1571.66
0888256-IN,429.37
S046045-IN,450
S049276-PP,-416.25
CL48460-IN,203.94
S071458-IN,124.82
SEP0788-FC,1.87
S345506-IN,394.1
AUG0760-FC,1.13
SEP0790-FC,1.13
W258669-IN,75.39
CL48474-IN,448.76
CL39882-IN,16.97
CL48475-IN,88.03
0890111-IN,1101.31
CL48476-IN,310.24
CL48067-IN,202.01
PB0825-PP,-3120
S050376-IN,413.01
CL48477-IN,304.76
CL48479-IN,754.87
W246773-CM,-956.25
CL48071-IN,847.06
CL49317-IN,117.07
CL47975-IN,3754.4
CL48072-IN,110.08
CL48482-IN,16923.64
0887330-IN,2536.83
0889970-IN,3861.84
0890154-IN,3627.03
CL49318-IN,6055.96
CL49351-IN,545.57
CL48073-IN,293.45
CL48077-IN,563.1
CL48079-IN,28293.89
S339339-IN,92.25
0100825-PP,-82.78
CL41539-IN,1238.95
CL45013-IN,932.83
CL46734-IN,981.07
CL48081-IN,38337.58
CL48082-IN,1194.17
CL48096-IN,1341.66
0883616-IN,101.29
0883618-IN,281.86
0883621-IN,4261.77
0885052-IN,2228.48
CL48097-IN,1392.02
JUL0653-FC,68.5
JUN0656-FC,68.5
S345076-IN,660.03
W265177-IN,3986.9
0888761-IN,30735.63
0889316-IN,32380.41
0889638-IN,32859.59
5875373-PP,-1990.64
5875374-PP,32.38
5875375-PP,-1796.07
5875376-PP,27.18
5875377-PP,-1895.79
5875378-PP,27.28
5875379-PP,-1811.75
5875380-PP,31.09
5875381-PP,-1779.61
5875382-PP,28.32
5875383-PP,-2070.55
5875384-PP,34.36
5875385-PP,-1740.64
5875386-PP,26.2
5875387-PP,-113.3
5875388-PP,-2.22
5875389-PP,-286.13
5875390-PP,-3.76
5875391-PP,-1993.89
5875392-PP,31.36
5875393-PP,-1619.9
5875394-PP,24.83
5875395-PP,-2127.51
5875396-PP,30.71
W266156-IN,250.5
CL48099-IN,188.26
0879965-IN,563.86
0888391-IN,40.61
CL48101-IN,13104.08
SEP0791-FC,110.93
W256900-IN,4022.07
W260657-IN,4852.28
W265173-IN,3993.6
CL46361-IN,2256.02
CL48105-IN,2046.37
SEP0792-FC,28.2
0887882-IN,1264.84
0888390-IN,224.76
0889157-IN,522.74
0889691-IN,375
S345171-IN,397.84
S345416-IN,894.4
S345904-IN,455.8
S346153-IN,578.78
S346325-IN,925.7
S346647-IN,524.77
CL48109-IN,978.86
W262955-IN,89
0887796-IN,4472.32
0887961-IN,145.59
0889401-IN,10011.96
0889637-IN,725.48
0881487-IN,707.16
W264016-IN,75.39
S345896-IN,201.24
0881416-IN,289.5
0888876-IN,409.26
S345664-IN,383.85
W264017-IN,75.39
S050288-IN,1542.56
W265287-IN,6153.5
S346420-IN,311.87
S346650-IN,1006.16
S346651-IN,1007.42
S344745-IN,929.25
W265168-IN,129
5854539-PP,-7222.74
5857097-PP,-6629.87
5859505-PP,-5001.35
5862047-PP,-2157.45
5864042-PP,-1840.79
5866173-PP,-5053.61
5868486-PP,-4140.9
5870836-PP,-4165.34
5873206-PP,-7052.82
W265489-IN,13852.6
W265793-IN,8999.6
W266502-IN,9194.53
W266825-IN,11218.15
5840417-PP,-40.42
5840425-PP,-221.54
5842498-PP,-300.17
5845194-PP,-162.58
5849846-PP,-30
5854714-PP,-123.96
5857257-PP,-37.73
5859632-PP,-204.38
5859643-PP,-277.18
5862161-PP,-109.43
5866358-PP,-32.25
5871002-PP,-45.08
5873372-PP,-42.8
W265790-IN,1398.19
PB0925-PP,-975
0887767-IN,3798.37
0889408-IN,1938.88
LP01.20-PP,-267
LP02.25-PP,-267
LP03.25-PP,-267
LP04.25-PP,-267
LP05.25-PP,-267
LP06.25-PP,-267
LP07.25-PP,-267
LP08.25-PP,-224
LP09.25-PP,-224
W266441-IN,85
S344255-IN,300.66
0886742-IN,2670.1
0889911-IN,1643.43
S021454-IN,186.22
W266442-IN,70
0888478-IN,27910.68
S345755-IN,473.79
PB0925-PP,-7400
APR0703-FC,6.63
AUG0766-FC,6.63
JUL0656-FC,6.63
JUN0661-FC,6.63
MAR0824-FC,17.34
MAY0691-FC,6.63
S069469-IN,442
SEP0794-FC,6.63
0889801-IN,51.54
S050029-IN,1756.3
0041025-PP,-352.75
S050532-IN,259
W262968-IN,89
LP01.25-PP,-247
LP02.25-PP,-247
LP03.25-PP,-247
LP04.25-PP,-247
LP05.25-PP,-247
LP06.25-PP,-247
LP07.25-PP,-247
LP08.25-PP,-50
LP0824-PP,-301
LP09.24-PP,-301
LP09.25-PP,-50
LP1024-PP,-301
LP11.24-PP,-247
LP12.24-PP,-247
FA1224-PP,-1039
S343849-IN,69.48
S049954-IN,187
PB1025-PP,-975
S041840-IN,702
LP0425-PP,-232
W264020-IN,102.32
S341444-IN,175
0888214-IN,26847.45
S049675-IN,925
AUG0768-FC,22.47
0888951-IN,34181.76
S046545-IN,393.33
CL48118-IN,3017.88
S049436-IN,351.5
S049448-IN,141.19
S049581-IN,312.91
S049595-IN,95.82
S049727-IN,335.81
S049733-IN,162.39
S049893-IN,400.26
S049912-IN,153.49
S050067-IN,361.67
S050073-IN,170.87
S050226-IN,417.64
S050230-IN,143.31
S050454-IN,390.5
S050465-IN,200.55
S049571-IN,160.27
S049705-IN,275.6
S049855-IN,245.92
S050051-IN,259.06
S050193-IN,253.13
S050403-IN,152.64
CASH24-PP,-250
FM0925-PP,-1878
AUG0770-FC,6.35
0886203-IN,750.17
5873805-PP,-116.02
5873806-PP,2.61
5873807-PP,-1769.48
5873808-PP,40.69
0002414-PP,-4
0032320-PP,-70.06
0051223-PP,-19
W266457-IN,132.5
AUG0771-FC,357.33
S345187-IN,406.88
W264587-IN,100.7
0886715-IN,474.13
0886716-IN,1012.8
0888093-IN,1303.73
0889717-IN,926.49
0889718-IN,359.84
LP01.25-PP,-231
LP02.25-PP,-231
LP03.25-PP,-231
LP04.25-PP,-231
LP05.25-PP,-231
LP06.25-PP,-231
LP07.24-PP,-680
LP07.25-PP,-231
LP08.25-PP,-33
LP0824-PP,-680
LP09.24-PP,-680
LP09.25-PP,-33
LP1024-PP,-680
LP11.24-PP,-231
LP12.24-PP,-231
AUG0772-FC,1.35
JUN0664-FC,1.35
S045709-IN,108.12
S050239-IN,175.96
S050471-IN,176.38
SEP0795-FC,1.35
APR0709-FC,6.81
AUG0773-FC,7.92
JUL0660-FC,7.92
JUN0665-FC,7.92
MAY0695-FC,6.81
S327714-IN,453.98
SEP0796-FC,7.92
W251074-IN,74.2
PB0925-PP,-975
FA0124-PP,-1138
FA0125-PP,-1039
0092425-PP,-7.9
CL48497-IN,1972.3
S034066-IN,387.2
W264589-IN,70
0101524-PP,-159
0121224-PP,-477
PRE-PP,-651.9
0092623-PP,-1290.21
S071746-IN,125.58
S345611-IN,158.82
0888371-IN,1334.44
0101025-PP,-55.17
PB0924-PP,-2985
PB0925-PP,-2925
W264592-IN,95
W264594-IN,70
S048901-IN,235.32
SEP0799-FC,3.93
W259504-IN,79
0081225-PP,-27.02
S049692-IN,263.63
0889695-IN,32428.89
5873412-PP,-547.14
5873413-PP,9.61
5873414-PP,-265.67
5873415-PP,5.25
W264025-IN,95
S050263-IN,1087.81
LP01.25-PP,-103
LP02.25-PP,-103
LP03.25-PP,-103
LP04.25-PP,-103
LP05.25-PP,-103
LP06.25-PP,-103
LP07.25-PP,-103
LP08.25-PP,-10
LP09.25-PP,-10
S034596-IN,473.48
S036612-IN,151.69
S343207-IN,1562.56
S344516-IN,433.65
S345495-IN,1891.6
PP-PP,-327.25
PB0924-PP,-2388
PB0925-PP,-1267.5
AUG0778-FC,15.52
SEP0800-FC,17.54
W263343-IN,135.01
W266461-IN,75
FM1025-PP,-797
S049025-IN,168.54
SEP0801-FC,1.13
W258675-IN,75.39
W266463-IN,75
0878754-IN,-21.6
0878761-IN,-92.88
LP01.25-PP,-313
LP02.25-PP,-313
LP03.25-PP,-313
LP04.25-PP,-313
LP05.25-PP,-313
LP06.25-PP,-313
LP07.25-PP,-313
LP12.24-PP,-313
W262976-IN,79
CL48500-IN,42.73
W266464-IN,74.2
APR0714-FC,1.11
AUG0779-FC,1.11
JUL0666-FC,1.11
JUN0669-FC,1.11
MAY0699-FC,1.11
SEP0802-FC,1.11
W244713-IN,74.2
S048239-IN,414.22
SEP0803-FC,3.3
APR0716-FC,1.21
AUG0780-FC,1.21
DEC0807-FC,1.21
FEB0843-FC,1.21
JAN0797-FC,1.21
JUL0667-FC,1.21
JUN0670-FC,1.21
MAR0833-FC,1.21
MAY0700-FC,1.21
NOV0815-FC,1.21
SEP0804-FC,1.21
W232283-IN,80.78
S345368-IN,1683.09
CL48501-IN,259.88
S071641-IN,135.98
0885514-IN,-27.03
0100325-PP,-80
0101625-PP,-35
SEP0805-FC,0.16
0061825-PP,-36810.1
0072425-PP,-36397.49
CL48503-IN,77.33
S346084-IN,378.36
S344600-IN,294.34
CL46382-IN,46.16
SEP0806-FC,0.58
